genre,title,edition,description,date,price,rating
JRPG,Game 1251,original,Step into the world of Strategy with city-building and dynamic environments at your fingertips. Age Restriction: 5.,2014-11-08,57.19,6.8
Action,Game 1252,beta,"Experience the excitement in this Strategy game, where complex narratives and unmatched gameplay. Age Restriction: 8.",2020-08-30,45.36,0.9
Simulation,Game 1253,original,An innovative Fighting game that city-building and breathtaking visuals. Age Restriction: 3.,2013-08-08,52.63,6.5
Puzzle,Game 1254,current,A Survival game where complex narratives meets realistic physics for an unforgettable experience. Age Restriction: 17.,2020-12-29,74.46,9.2
Adventure,Game 1255,current,Experience a new level of MMORPG with high-speed racing and realistic physics. Age Restriction: 14.,2020-06-03,24.3,4.4
Simulation,Game 1256,current,"Immerse yourself in this Sports game, where high-speed racing meets dynamic environments. Age Restriction: 11.",2014-05-30,83.2,3.6
Simulation,Game 1257,alpha,"Dive into the world of Action with complex narratives, offering multiplayer options. Age Restriction: 11.",2021-07-18,87.94,8.4
Sports,Game 1258,alpha,"Explore the Action genre with character customization, making it realistic physics. Age Restriction: 10.",2011-04-20,52.98,3.5
Horror,Game 1259,alpha,An innovative Horror game that character customization and dynamic environments. Age Restriction: 9.,2003-08-06,38.78,5.2
JRPG,Game 1260,current,"Unleash your potential in this RPG game, featuring high-speed racing and multiplayer options. Age Restriction: 18.",2019-05-19,25.87,1.4
MMORPG,Game 1261,alpha,"Immerse yourself in this Survival game, where sports management meets challenging levels. Age Restriction: 12.",2009-04-02,34.75,1.2
Action,Game 1262,current,Step into the world of Survival with character customization and realistic physics at your fingertips. Age Restriction: 5.,2009-07-06,42.48,7.9
Action,Game 1263,alpha,Explore the depths of Simulation with intense battles and dynamic environments as your guide. Age Restriction: 13.,2013-11-12,19.96,0.2
Fighting,Game 1264,classic,"Join the adventure in this JRPG game, where city-building is paired with breathtaking visuals. Age Restriction: 8.",2020-01-18,38.07,3.1
MMORPG,Game 1265,classic,Embark on an epic Horror journey where strategic thinking and dynamic environments come together. Age Restriction: 3.,2011-05-11,14.43,9.3
Horror,Game 1266,beta,Explore the depths of Adventure with city-building and breathtaking visuals as your guide. Age Restriction: 8.,2019-01-02,23.3,2.1
Puzzle,Game 1267,current,"Experience the excitement in this JRPG game, where high-speed racing and endless fun. Age Restriction: 6.",2018-09-26,64.27,3.4
Simulation,Game 1268,classic,Challenge yourself in this Adventure game with sports management and multiplayer options. Age Restriction: 17.,2018-01-21,27.62,3.3
Sports,Game 1269,original,"Immerse yourself in this Sports game, where puzzle-solving meets challenging levels. Age Restriction: 6.",2013-04-12,24.88,8.7
MMORPG,Game 1270,alpha,Step into the world of Survival with complex narratives and challenging levels at your fingertips. Age Restriction: 9.,2019-08-16,40.42,2.0
Sports,Game 1271,beta,"Experience the excitement in this Action game, where strategic thinking and realistic physics. Age Restriction: 4.",2004-08-03,68.18,9.4
Strategy,Game 1272,beta,Discover the thrill of Puzzle through sports management and realistic physics. Age Restriction: 18.,2008-09-20,42.25,3.4
Simulation,Game 1273,original,An engaging MMORPG game that brings character customization and dynamic environments to life. Age Restriction: 8.,2009-11-29,39.46,8.1
Horror,Game 1274,current,An engaging Horror game that brings city-building and endless fun to life. Age Restriction: 5.,2006-06-17,25.27,8.6
Action,Game 1275,beta,Experience a new level of Puzzle with strategic thinking and dynamic environments. Age Restriction: 15.,2009-03-11,99.8,3.5
Survival,Game 1276,alpha,An engaging Sports game that brings puzzle-solving and immersive soundtracks to life. Age Restriction: 12.,2020-08-02,10.36,0.4
Puzzle,Game 1277,alpha,Discover the thrill of Survival through city-building and endless fun. Age Restriction: 5.,2018-08-26,67.39,8.4
Simulation,Game 1278,original,"Join the adventure in this Strategy game, where high-speed racing is paired with unmatched gameplay. Age Restriction: 4.",2019-03-04,13.83,6.2
Strategy,Game 1279,classic,Engage in a Survival adventure where complex narratives and challenging levels prevail. Age Restriction: 10.,2018-04-14,76.81,0.4
Action,Game 1280,alpha,A captivating RPG experience that blends complex narratives with unmatched gameplay. Age Restriction: 16.,2009-11-09,86.35,4.6
Adventure,Game 1281,beta,"This MMORPG game offers puzzle-solving, combined with immersive soundtracks for endless excitement. Age Restriction: 12.",2020-05-12,81.62,8.5
MMORPG,Game 1282,original,Prepare for an intense Fighting experience with city-building and breathtaking visuals. Age Restriction: 14.,2020-09-11,62.06,5.9
Puzzle,Game 1283,current,Engage in a Strategy adventure where puzzle-solving and unmatched gameplay prevail. Age Restriction: 17.,2019-07-23,99.85,7.3
JRPG,Game 1284,current,A dynamic MMORPG game that integrates character customization and multiplayer options seamlessly. Age Restriction: 11.,2019-11-03,31.5,9.0
Puzzle,Game 1285,classic,A RPG game where high-speed racing meets immersive soundtracks for an unforgettable experience. Age Restriction: 11.,2009-09-01,54.8,8.2
Puzzle,Game 1286,original,"Explore the MMORPG genre with city-building, making it endless fun. Age Restriction: 14.",2001-07-05,20.66,7.4
Action,Game 1287,alpha,Dive into Sports\ with puzzle-solving and realistic physics for a complete experience. Age Restriction: 18.,2005-11-25,40.27,3.2
Simulation,Game 1288,original,"This Puzzle game provides complex narratives, perfect for those who endless fun. Age Restriction: 5.",2007-01-09,26.52,1.2
Action,Game 1289,original,Adventure awaits in this Horror game featuring puzzle-solving and unmatched gameplay. Age Restriction: 4.,2016-11-04,43.58,3.4
Sports,Game 1290,beta,An engaging Adventure game that brings puzzle-solving and challenging levels to life. Age Restriction: 10.,2022-02-21,85.52,5.8
Adventure,Game 1291,alpha,"This Sports game offers puzzle-solving, combined with unmatched gameplay for endless excitement. Age Restriction: 9.",2023-08-10,13.62,0.9
Action,Game 1292,beta,"Experience the excitement in this Sports game, where sports management and challenging levels. Age Restriction: 7.",2000-10-29,89.36,3.0
Horror,Game 1293,classic,"Experience the excitement in this Strategy game, where sports management and multiplayer options. Age Restriction: 8.",2021-03-12,97.13,3.1
Fighting,Game 1294,current,"Immerse yourself in this Action game, where puzzle-solving meets dynamic environments. Age Restriction: 12.",2004-05-08,98.43,9.4
Adventure,Game 1295,current,Immerse yourself in a Fighting game that offers high-speed racing and immersive soundtracks. Age Restriction: 18.,2013-04-10,51.17,0.2
Simulation,Game 1296,original,"Explore the Adventure genre with character customization, making it multiplayer options. Age Restriction: 10.",2020-08-16,17.93,7.4
Sports,Game 1297,classic,A unique Sports game that offers complex narratives alongside immersive soundtracks. Age Restriction: 13.,2001-09-17,76.84,0.8
Adventure,Game 1298,original,Experience a new level of Survival with character customization and breathtaking visuals. Age Restriction: 15.,2013-04-01,41.81,4.2
Action,Game 1299,original,"Immerse yourself in this Survival game, where strategic thinking meets multiplayer options. Age Restriction: 8.",2012-05-12,39.66,5.3
Fighting,Game 1300,original,"Unleash your potential in this Sports game, featuring city-building and immersive soundtracks. Age Restriction: 14.",2023-01-09,42.14,9.6
Fighting,Game 1301,current,An innovative Adventure game that high-speed racing and dynamic environments. Age Restriction: 14.,2007-08-17,28.67,6.0
Sports,Game 1302,alpha,A dynamic JRPG game that integrates puzzle-solving and realistic physics seamlessly. Age Restriction: 17.,2002-09-17,50.26,0.8
Horror,Game 1303,beta,"This Fighting game offers puzzle-solving, combined with endless fun for endless excitement. Age Restriction: 11.",2000-09-24,87.8,7.1
Simulation,Game 1304,classic,"Explore the Sports genre with complex narratives, making it challenging levels. Age Restriction: 12.",2010-09-18,84.93,4.9
Survival,Game 1305,beta,Prepare for an intense Sports experience with high-speed racing and immersive soundtracks. Age Restriction: 5.,2008-05-26,83.18,7.0
Fighting,Game 1306,alpha,"This Horror game offers high-speed racing, combined with breathtaking visuals for endless excitement. Age Restriction: 11.",2000-04-18,40.72,9.6
JRPG,Game 1307,original,"Immerse yourself in this Horror game, where sports management meets challenging levels. Age Restriction: 18.",2022-12-25,72.75,5.8
JRPG,Game 1308,classic,A dynamic JRPG game that integrates complex narratives and realistic physics seamlessly. Age Restriction: 12.,2004-10-26,35.52,8.2
Sports,Game 1309,alpha,"Immerse yourself in this Horror game, where puzzle-solving meets realistic physics. Age Restriction: 18.",2010-09-21,45.64,10.0
Fighting,Game 1310,alpha,Challenge yourself in this Adventure game with puzzle-solving and endless fun. Age Restriction: 15.,2018-05-27,80.88,4.6
Simulation,Game 1311,classic,An innovative Strategy game that puzzle-solving and breathtaking visuals. Age Restriction: 13.,2015-01-15,54.01,5.0
MMORPG,Game 1312,current,"This JRPG game offers character customization, combined with dynamic environments for endless excitement. Age Restriction: 16.",2023-05-12,31.74,0.2
JRPG,Game 1313,alpha,A thrilling MMORPG game featuring intense battles and challenging levels. Age Restriction: 5.,2010-04-17,71.33,2.7
Puzzle,Game 1314,classic,Engage in a RPG adventure where intense battles and endless fun prevail. Age Restriction: 9.,2013-04-28,74.62,9.7
RPG,Game 1315,beta,"Dive into the world of MMORPG with sports management, offering endless fun. Age Restriction: 7.",2017-01-01,82.77,1.7
Survival,Game 1316,original,"This Action game offers character customization, combined with realistic physics for endless excitement. Age Restriction: 8.",2007-01-04,92.75,1.2
Puzzle,Game 1317,classic,A Adventure game where city-building meets realistic physics for an unforgettable experience. Age Restriction: 10.,2023-02-19,88.28,7.4
Action,Game 1318,original,"Unleash your potential in this Simulation game, featuring strategic thinking and dynamic environments. Age Restriction: 8.",2022-09-04,85.14,8.6
Sports,Game 1319,original,"Explore the Survival genre with strategic thinking, making it breathtaking visuals. Age Restriction: 16.",2021-01-04,99.0,2.6
Strategy,Game 1320,classic,Prepare for an intense RPG experience with complex narratives and unmatched gameplay. Age Restriction: 15.,2010-06-21,35.37,4.8
Action,Game 1321,alpha,Explore the depths of Simulation with city-building and realistic physics as your guide. Age Restriction: 16.,2008-07-19,61.15,8.5
Horror,Game 1322,classic,A captivating MMORPG experience that blends puzzle-solving with unmatched gameplay. Age Restriction: 8.,2014-06-20,61.64,8.5
MMORPG,Game 1323,current,A thrilling Simulation game featuring intense battles and multiplayer options. Age Restriction: 10.,2018-07-06,92.85,1.9
Horror,Game 1324,alpha,"Immerse yourself in this Simulation game, where strategic thinking meets breathtaking visuals. Age Restriction: 13.",2009-01-12,35.67,6.3
Adventure,Game 1325,original,A captivating MMORPG experience that blends puzzle-solving with immersive soundtracks. Age Restriction: 3.,2021-05-18,39.42,1.5
Adventure,Game 1326,classic,Dive into Survival\ with puzzle-solving and multiplayer options for a complete experience. Age Restriction: 7.,2008-08-22,95.25,5.4
MMORPG,Game 1327,alpha,An engaging Sports game that brings intense battles and realistic physics to life. Age Restriction: 6.,2013-12-25,36.43,6.7
Strategy,Game 1328,current,Discover the thrill of Fighting through complex narratives and breathtaking visuals. Age Restriction: 3.,2001-02-13,44.45,7.7
Horror,Game 1329,beta,Prepare for an intense Strategy experience with high-speed racing and endless fun. Age Restriction: 12.,2010-09-22,19.81,0.5
RPG,Game 1330,original,A Action game where strategic thinking meets challenging levels for an unforgettable experience. Age Restriction: 13.,2020-06-24,93.37,9.6
Strategy,Game 1331,beta,A unique Puzzle game that offers complex narratives alongside immersive soundtracks. Age Restriction: 7.,2009-09-02,41.56,2.9
Simulation,Game 1332,classic,"Experience the excitement in this Action game, where complex narratives and unmatched gameplay. Age Restriction: 12.",2000-05-22,87.21,4.3
Simulation,Game 1333,current,Discover the thrill of Fighting through puzzle-solving and realistic physics. Age Restriction: 18.,2002-06-25,36.71,7.9
Sports,Game 1334,original,Embark on an epic MMORPG journey where intense battles and multiplayer options come together. Age Restriction: 6.,2021-10-03,42.55,1.6
